                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                           12115          7.0000000000000000E+001          6.5000000000000000E+001          1.1000000000000001E+000                       "gfortran"                          "9.2.0"          "x86_64-linux-20190830"                       "20211029" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10 
                     period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                lg_mtransfer_rate                            J_orb 
         1.0708293289394737E+000          2.2535902879752420E+001          5.2916318106538154E+002          5.3600354252021532E+002          8.5643845946180992E+000          8.5142706843897713E+000          1.0171509077502089E-001          1.0220770168064588E-001         -7.8660467359581236E+000          1.1135606883718259E+055 
         1.0707353710801422E+000          2.2527483518860617E+001          5.2915931444270598E+002          5.3570289961911647E+002          8.5601040914273785E+000          8.5121686786602488E+000          1.0168977702712456E-001          1.0242729459869283E-001         -8.3154922747728932E+000          1.1117786179225232E+055 
         1.0711124708793185E+000          2.2525622186512003E+001          5.2904919425331502E+002          5.3535016727954394E+002          8.5585175029507461E+000          8.5123431381208654E+000          1.0136922849939431E-001          1.0192158754108979E-001         -7.4819895925794633E+000          1.1101490553025276E+055 
         1.0716540627426352E+000          2.2526367836775947E+001          5.2888980872390971E+002          5.3500684359946217E+002          8.5581368445189874E+000          8.5132877617526468E+000          1.0057797228670935E-001          1.0105697211734965E-001         -7.5399815395571501E+000          1.1086524433278795E+055 
         1.0726026474374071E+000          2.2531593471510771E+001          5.2862617824345045E+002          5.3457617172886467E+002          8.5595233928132100E+000          8.5158604363543375E+000          9.8365087209050558E-002          9.8958889567238570E-002         -7.9430402498412542E+000          1.1069986757586872E+055 
         1.0739652789628267E+000          2.2541256894881474E+001          5.2823423808867301E+002          5.3407454734795829E+002          8.5628095252854592E+000          8.5198970330618504E+000          9.4780588717688949E-002          9.5419954186192174E-002         -7.8249409377632597E+000          1.1051584675446894E+055 
         1.0757877608130333E+000          2.2555501276364026E+001          5.2780410692777605E+002          5.3337519339293976E+002          8.5672519074568871E+000          8.5262481337203830E+000          9.1902976817020046E-002          9.2325098686624946E-002         -7.3095719515052489E+000          1.1030327629851714E+055 
         1.0784643432349428E+000          2.2578809322764950E+001          5.2713795915074866E+002          5.3250152065405655E+002          8.5753686595054646E+000          8.5357940943183870E+000          8.7920934660101951E-002          8.8445538844793059E-002         -8.0580226937891570E+000          1.1005111399093195E+055 
         1.0820898013351279E+000          2.2611423258688696E+001          5.2620740809542372E+002          5.3140729859687565E+002          8.5871870146352567E+000          8.5486911194136219E+000          8.1831978348491929E-002          8.2210100610549758E-002         -8.0580226937891570E+000          1.0973795186868134E+055 
         1.0856495643992412E+000          2.2643347352571329E+001          5.2533206188425083E+002          5.3030311045449207E+002          8.5984965925313155E+000          8.5615738162350432E+000          7.6573677730194148E-002          7.7015549918620016E-002         -7.0030517575470661E+000          1.0943148389898603E+055 
         1.0894073071367407E+000          2.2676919081497466E+001          5.2440524158483208E+002          5.2914839860331779E+002          8.6104316992401877E+000          8.5750796791215134E+000          7.1160792211732576E-002          7.1692507895202637E-002         -7.3413280347419256E+000          1.0910844339958115E+055 
         1.0934795935603896E+000          2.2713395929307165E+001          5.2329433043409438E+002          5.2802409102865738E+002          8.6242694903898318E+000          8.5888855424156461E+000          6.6060697271095647E-002          6.6220570543469123E-002         -6.8130542575748825E+000          1.0876452844819976E+055 
         1.0976642770315859E+000          2.2750868577031611E+001          5.2226177872776611E+002          5.2677650277150485E+002          8.6377284272259622E+000          8.6038239557028842E+000          6.0879693260337972E-002          6.1059099997383993E-002         -6.8146308756668779E+000          1.0841541474544087E+055 
         1.1020242749788707E+000          2.2790226199707746E+001          5.2125896139420047E+002          5.2543654621006851E+002          8.6514374867439692E+000          8.6199402566471619E+000          5.5347645148502822E-002          5.5707411235969582E-002         -7.2640764144816474E+000          1.0806387572695874E+055 
         1.1065241942297204E+000          2.2831179682315621E+001          5.2020879717634614E+002          5.2410333479204019E+002          8.6659479446325687E+000          8.6364648885203010E+000          5.0473659683413392E-002          5.0470404482756907E-002         -6.9118938963702847E+000          1.0771364925199239E+055 
         1.1111285470311074E+000          2.2873068095420560E+001          5.1912461049498779E+002          5.2276810806428125E+002          8.6809269988916746E+000          8.6532296457095352E+000          4.5041796676612345E-002          4.5390482585452502E-002         -6.2308447369007478E+000          1.0735978901332744E+055 
         1.1155417255499529E+000          2.2913537918643915E+001          5.1785123661837952E+002          5.2175581611189159E+002          8.6973136973935787E+000          8.6675137296384843E+000          4.0072626240811191E-002          4.0228540707016355E-002         -6.7728147557767295E+000          1.0703231831226840E+055 
         1.1199711214130776E+000          2.2954003327236816E+001          5.1671033035091989E+002          5.2061384953889581E+002          8.7127019940233748E+000          8.6827918258142081E+000          3.4788891793333013E-002          3.5086720987868032E-002         -6.2680177851521739E+000          1.0670464873475408E+055 
         1.1243024398128341E+000          2.2993413743972653E+001          5.1556676293704743E+002          5.1953532964172041E+002          8.7279435830004068E+000          8.6974173921549411E+000          2.9432469354359073E-002          2.9710220112420471E-002         -6.2680177851521739E+000          1.0638470404905153E+055 
         1.1284660328266787E+000          2.3031357469155790E+001          5.1446025364081618E+002          5.1852454479933908E+002          8.7427475172998861E+000          8.7113692343082256E+000          2.4708951705629305E-002          2.4750417106757606E-002         -6.4441090442078552E+000          1.0608237788974284E+055 
         1.1325951546498725E+000          2.3068897457784772E+001          5.1343717667493877E+002          5.1745922760573330E+002          8.7568658740906127E+000          8.7257000865577030E+000          1.9500206198602207E-002          1.9773548636504251E-002         -6.2797561884234181E+000          1.0578430733696477E+055 
         1.1366244862280017E+000          2.3105600840113937E+001          5.1232040028727795E+002          5.1655585421805961E+002          8.7716592330202534E+000          8.7387230688436919E+000          1.5080202930622674E-002          1.5105051028235192E-002         -6.6439993495885270E+000          1.0549836077503116E+055 
         1.1407194046849081E+000          2.3143560361643953E+001          5.1107413913196780E+002          5.1579293105626573E+002          8.7879895036833098E+000          8.7511625149286658E+000          1.0239806895912569E-002          1.0392240307430939E-002         -6.2800784282059201E+000          1.0522597472453131E+055 
         1.1445551422671314E+000          2.3179820575915837E+001          5.0977878561363576E+002          5.1525040808720598E+002          8.8047408997446990E+000          8.7618948992330310E+000          5.5695956526028295E-003          5.6825937356172395E-003         -6.6443215893710299E+000          1.0498942919141390E+055 
         1.1485702581245643E+000          2.3218270605109115E+001          5.0840289409998337E+002          5.1473739814457144E+002          8.8227787838242744E+000          8.7730017728121616E+000          6.0029880553024177E-004          7.4326026713257228E-004         -7.3043735276766792E+000          1.0475572314964256E+055 
         1.1525348682758840E+000          2.3256198525449911E+001          5.0722019044642144E+002          5.1406618565616657E+002          8.8392549563977791E+000          8.7852728170233831E+000         -4.4300582898385028E-003         -4.4593632735099543E-003         -9.8999999999999986E+001          1.0452728215825656E+055 
         1.1563606834122480E+000          2.3292081519654293E+001          5.0627187226279358E+002          5.1320615498085795E+002          8.8532910121694073E+000          8.7984311831054800E+000         -1.0176767613867124E-002         -9.1764133056126632E-003         -9.8999999999999986E+001          1.0429397626020031E+055 
         1.1607899384351035E+000          2.3332919534700292E+001          5.0534554044868469E+002          5.1202306992036472E+002          8.8678499815769438E+000          8.8148191237102242E+000         -1.6402507708650618E-002         -1.4272190338810780E-002         -9.8999999999999986E+001          1.0401202804596223E+055 
         1.1671259260322864E+000          2.3391404985980557E+001          5.0404150835792615E+002          5.1034035894953956E+002          8.8886428424663624E+000          8.8383463520878482E+000         -2.5107568126554687E-002         -2.1603183008254204E-002         -9.8999999999999986E+001          1.0361661681607441E+055 
         1.1755762501433931E+000          2.3469725078895063E+001          5.0232635409760871E+002          5.0813587521421209E+002          8.9165325983239239E+000          8.8698076174878828E+000         -3.7705689638804496E-002         -3.1520941792116106E-002         -9.8999999999999986E+001          1.0310767828145756E+055 
         1.1847315606482480E+000          2.3555023995365396E+001          5.0049879240834042E+002          5.0579890414297091E+002          8.9469699894166173E+000          8.9040101810545096E+000         -5.0384378372251827E-002         -4.1196517107052320E-002         -9.8999999999999986E+001          1.0258021281647332E+055 
         1.1943153141551717E+000          2.3644853344863961E+001          4.9862096630621983E+002          5.0340853764992676E+002          8.9790864930206080E+000          8.9399671980722033E+000         -6.4140018415825936E-002         -5.2492765278751977E-002         -9.8999999999999986E+001          1.0205492514132754E+055 
         1.2044129578483775E+000          2.3740320174250510E+001          4.9668371497311688E+002          5.0095670858525125E+002          9.0133047936136101E+000          8.9780949674819563E+000         -7.9668173024889669E-002         -6.3837450843691051E-002         -9.8999999999999986E+001          1.0153514571710015E+055 
         1.2151401727413764E+000          2.3842692378893599E+001          4.9466475450686733E+002          4.9843254774719270E+002          9.0501513636966457E+000          9.0188279430851797E+000         -9.6635204256835541E-002         -7.6409397201258153E-002         -9.8999999999999986E+001          1.0102034603458722E+055 
